,StaticClassifierStates,HmmStates,target
64,StairClimbing,StairClimbing,Wheeling
65,StairClimbing,StairClimbing,Wheeling
66,Wheeling,Wheeling,Wheeling
67,Wheeling,Wheeling,Wheeling
68,Wheeling,Wheeling,Wheeling
69,Wheeling,Wheeling,Wheeling
70,Wheeling,Wheeling,Wheeling
71,Wheeling,Wheeling,Wheeling
72,Wheeling,Wheeling,Wheeling
73,Wheeling,Wheeling,Wheeling
74,Wheeling,Wheeling,Wheeling
75,Wheeling,Wheeling,Wheeling
76,Wheeling,Wheeling,Wheeling
77,Sitting,Wheeling,Wheeling
78,Wheeling,Wheeling,Wheeling
79,Wheeling,Wheeling,Wheeling
80,Wheeling,Wheeling,Wheeling
81,Sitting,Wheeling,Wheeling
82,Wheeling,Wheeling,Wheeling
83,Wheeling,Wheeling,Wheeling
84,Sitting,Wheeling,Wheeling
85,Walking,Walking,Walking
86,StairClimbing,Walking,Walking
87,Walking,Walking,Walking
88,Walking,Walking,Walking
89,Walking,Walking,Walking
90,Walking,Walking,Walking
91,Walking,Walking,Walking
92,Walking,Walking,Walking
93,Walking,Walking,Walking
94,Walking,Walking,Walking
95,Walking,Walking,Walking
96,Walking,Walking,Walking
97,Walking,Walking,Walking
98,Walking,Walking,Walking
99,Walking,Walking,Walking
100,Walking,Walking,Walking
101,Walking,Walking,Walking
102,Walking,Walking,Walking
103,Walking,Walking,Walking
104,Walking,Walking,Walking
105,Wheeling,Wheeling,Sitting
106,Sitting,Wheeling,Sitting
107,Wheeling,Wheeling,Sitting
108,Wheeling,Wheeling,Sitting
109,Wheeling,Wheeling,Sitting
110,Wheeling,Wheeling,Sitting
111,Wheeling,Wheeling,Sitting
112,Wheeling,Wheeling,Sitting
113,Wheeling,Wheeling,Sitting
114,Wheeling,Wheeling,Sitting
115,Wheeling,Wheeling,Sitting
116,Wheeling,Wheeling,Sitting
117,Sitting,Wheeling,Sitting
118,Wheeling,Wheeling,Sitting
119,Wheeling,Wheeling,Wheeling
120,Wheeling,Wheeling,Wheeling
121,Wheeling,Wheeling,Wheeling
122,Wheeling,Wheeling,Wheeling
123,Wheeling,Wheeling,Wheeling
124,Wheeling,Wheeling,Wheeling
125,Wheeling,Wheeling,Wheeling
126,Wheeling,Wheeling,Wheeling
127,Wheeling,Wheeling,Wheeling
128,Wheeling,Wheeling,Wheeling
129,Wheeling,Wheeling,Wheeling
130,Wheeling,Wheeling,Wheeling
131,Wheeling,Wheeling,Wheeling
132,Wheeling,Wheeling,Wheeling
133,Wheeling,Wheeling,Wheeling
134,Wheeling,Wheeling,Wheeling
135,Wheeling,Wheeling,Wheeling
136,Wheeling,Wheeling,Wheeling
137,Lying,Lying,Lying
138,Lying,Lying,Lying
139,Lying,Lying,Lying
140,Lying,Lying,Lying
141,Lying,Lying,Lying
142,Lying,Lying,Lying
143,Lying,Lying,Lying
144,Lying,Lying,Lying
145,Lying,Lying,Lying
146,Lying,Lying,Lying
147,Lying,Lying,Lying
148,Lying,Lying,Lying
149,Lying,Lying,Lying
150,Lying,Lying,Lying
151,Lying,Lying,Lying
152,Lying,Lying,Lying
153,Lying,Lying,Lying
154,Lying,Lying,Lying
155,Lying,Lying,Lying
156,Lying,Lying,Lying
157,Lying,Lying,Lying
158,Lying,Lying,Lying
159,Standing,Standing,Standing
160,Standing,Standing,Standing
161,Standing,Standing,Standing
162,Standing,Standing,Standing
163,Standing,Standing,Standing
164,Standing,Standing,Standing
165,StairClimbing,Standing,Standing
166,Standing,Standing,Standing
167,Standing,Standing,Standing
168,Standing,Standing,Standing
169,Standing,Standing,Standing
170,Standing,Standing,Standing
171,Standing,Standing,Standing
172,Standing,Standing,Standing
173,Standing,Standing,Standing
174,Standing,Standing,Standing
175,Walking,Wheeling,Walking
176,Walking,Walking,Walking
177,Walking,Walking,Walking
178,Walking,Walking,Walking
179,Walking,Walking,Walking
180,Walking,Walking,Walking
181,Walking,Walking,Walking
182,Walking,Walking,Walking
183,Walking,Walking,Walking
184,Walking,Walking,Walking
185,Walking,Walking,Walking
186,Walking,Walking,Walking
187,Walking,Walking,Walking
188,Walking,Walking,Walking
189,Walking,Walking,Walking
190,Walking,Walking,Walking
191,Walking,Walking,Walking
192,Walking,Walking,Walking
193,Walking,Walking,Walking
194,Walking,Walking,Walking
195,StairClimbing,Walking,Walking
196,Walking,Walking,Walking
197,Walking,Walking,Walking
198,Walking,Walking,Walking
199,Walking,Walking,Walking
200,Walking,Walking,Walking
201,Walking,Walking,Walking
202,Walking,Walking,Walking
203,Walking,Walking,Walking
204,Walking,Walking,Walking
205,Walking,Walking,Walking
206,Walking,Walking,Walking
207,Walking,Walking,Walking
208,Walking,Walking,Walking
209,Walking,Walking,Walking
210,Walking,Walking,Walking
211,Walking,Walking,Walking
212,Walking,Walking,Walking
213,Walking,Walking,Walking
214,Walking,Walking,Walking
215,StairClimbing,StairClimbing,Walking
216,StairClimbing,Standing,Walking
217,Standing,Standing,Standing
218,Standing,Standing,Standing
219,Standing,Standing,Standing
220,Standing,Standing,Standing
221,Standing,Standing,Standing
222,Standing,Standing,Standing
223,Standing,Standing,Standing
224,Standing,Standing,Standing
225,Standing,Standing,Standing
226,Standing,Standing,Standing
227,Standing,Standing,Standing
228,Standing,Standing,Standing
229,Standing,Standing,Standing
230,Standing,Standing,Standing
231,Standing,Standing,Standing
232,Standing,Standing,Standing
233,Standing,Standing,Standing
234,Standing,Standing,Standing
235,Standing,Standing,Standing
236,Lying,Lying,Lying
237,Lying,Lying,Lying
238,Lying,Lying,Lying
239,Lying,Lying,Lying
240,Lying,Lying,Lying
241,Lying,Lying,Lying
242,Lying,Lying,Lying
243,Lying,Lying,Lying
244,Lying,Lying,Lying
245,Lying,Lying,Lying
246,Lying,Lying,Lying
247,Lying,Lying,Lying
248,Lying,Lying,Lying
249,Lying,Lying,Lying
250,Lying,Lying,Lying
251,Lying,Lying,Lying
252,Lying,Lying,Lying
253,Lying,Lying,Lying
254,Lying,Lying,Lying
255,Lying,Lying,Lying
256,Lying,Lying,Lying
257,Lying,Lying,Lying
258,Lying,Lying,Lying
259,Lying,Lying,Lying
260,Lying,Lying,Lying
261,Lying,Lying,Lying
262,Lying,Lying,Lying
263,Lying,Lying,Lying
264,Lying,Lying,Lying
265,Lying,Lying,Lying
266,Lying,Lying,Lying
267,Wheeling,Wheeling,Wheeling
268,Wheeling,Wheeling,Wheeling
269,Wheeling,Wheeling,Wheeling
270,Wheeling,Wheeling,Wheeling
271,Wheeling,Wheeling,Wheeling
272,Wheeling,Wheeling,Wheeling
273,Wheeling,Wheeling,Wheeling
274,Wheeling,Wheeling,Wheeling
275,Wheeling,Wheeling,Wheeling
276,Wheeling,Wheeling,Wheeling
277,Wheeling,Wheeling,Wheeling
278,Wheeling,Wheeling,Wheeling
279,Wheeling,Wheeling,Wheeling
280,Wheeling,Wheeling,Wheeling
281,Wheeling,Wheeling,Wheeling
282,Wheeling,Wheeling,Wheeling
283,Wheeling,Wheeling,Wheeling
284,Wheeling,Wheeling,Wheeling
285,Wheeling,Wheeling,Wheeling
286,Wheeling,Wheeling,Wheeling
287,Sitting,Sitting,Wheeling
288,Wheeling,Sitting,Sitting
289,Sitting,Sitting,Sitting
290,Wheeling,Sitting,Sitting
291,Wheeling,Wheeling,Sitting
292,Wheeling,Wheeling,Sitting
293,Wheeling,Wheeling,Sitting
294,Wheeling,Wheeling,Sitting
295,Wheeling,Wheeling,Sitting
296,Wheeling,Wheeling,Sitting
297,Wheeling,Wheeling,Sitting
298,Wheeling,Wheeling,Sitting
299,Wheeling,Wheeling,Sitting
300,Wheeling,Wheeling,Sitting
301,Wheeling,Wheeling,Sitting
302,Wheeling,Wheeling,Sitting
303,Wheeling,Wheeling,Sitting
304,Wheeling,Wheeling,Sitting
305,Wheeling,Wheeling,Sitting
306,Wheeling,Wheeling,Sitting
307,Wheeling,Wheeling,Sitting
308,Sitting,Wheeling,Sitting
309,Wheeling,Wheeling,Sitting
310,Wheeling,Wheeling,Sitting
311,Wheeling,Wheeling,Sitting
312,Wheeling,Wheeling,Sitting
313,Wheeling,Wheeling,Sitting
314,Wheeling,Wheeling,Sitting
315,Wheeling,Wheeling,Sitting
316,Wheeling,Wheeling,Sitting
317,Wheeling,Wheeling,Sitting
318,Wheeling,Wheeling,Sitting
319,Wheeling,Wheeling,Sitting
320,StairClimbing,Walking,Walking
321,Walking,Walking,Walking
322,Walking,Walking,Walking
323,Walking,Walking,Walking
324,Walking,Walking,Walking
325,Walking,Walking,Walking
326,Walking,Walking,Walking
327,Walking,Walking,Walking
328,StairClimbing,Walking,Walking
329,Walking,Walking,Walking
330,Walking,Walking,Walking
331,Walking,Walking,Walking
332,Walking,Walking,Walking
333,Walking,Walking,Walking
334,Walking,Walking,Walking
335,Walking,Walking,Walking
336,Walking,Walking,Walking
337,Walking,Walking,Walking
338,Walking,Walking,Walking
339,Walking,Walking,Walking
340,Standing,Sitting,Wheeling
341,Standing,Sitting,Wheeling
342,Wheeling,Sitting,Wheeling
343,Wheeling,Sitting,Wheeling
344,Wheeling,Sitting,Wheeling
345,Sitting,Sitting,Wheeling
346,Sitting,Sitting,Wheeling
347,Wheeling,Sitting,Wheeling
348,Sitting,Sitting,Wheeling
349,Sitting,Wheeling,Wheeling
350,Sitting,Sitting,Wheeling
351,Sitting,Sitting,Wheeling
352,Wheeling,Sitting,Wheeling
353,Wheeling,Sitting,Wheeling
354,Sitting,Sitting,Wheeling
355,Wheeling,Sitting,Wheeling
356,Sitting,Sitting,Wheeling
357,Wheeling,Sitting,Wheeling
358,Wheeling,Sitting,Wheeling
359,Sitting,Sitting,Wheeling
360,Wheeling,Sitting,Wheeling
361,Sitting,Sitting,Wheeling
362,Wheeling,Sitting,Wheeling
363,Wheeling,Sitting,Wheeling
364,Sitting,Sitting,Wheeling
365,Wheeling,Wheeling,Wheeling
366,Wheeling,Wheeling,Wheeling
367,Wheeling,Wheeling,Wheeling
368,Wheeling,Wheeling,Wheeling
369,Wheeling,Wheeling,Wheeling
370,Wheeling,Wheeling,Wheeling
371,Wheeling,Wheeling,Wheeling
372,Wheeling,Wheeling,Wheeling
373,Sitting,Wheeling,Wheeling
374,Wheeling,Wheeling,Wheeling
375,Wheeling,Wheeling,Wheeling
376,Wheeling,Wheeling,Wheeling
377,Wheeling,Wheeling,Wheeling
378,Wheeling,Wheeling,Wheeling
379,Wheeling,Wheeling,Wheeling
380,Wheeling,Wheeling,Wheeling
381,Wheeling,Wheeling,Wheeling
382,Wheeling,Wheeling,Wheeling
383,Wheeling,Wheeling,Wheeling
384,Wheeling,Wheeling,Wheeling
385,Sitting,Wheeling,Wheeling
386,Wheeling,Wheeling,Wheeling
387,Wheeling,Wheeling,Wheeling
388,Wheeling,Wheeling,Wheeling
389,Wheeling,Wheeling,Wheeling
390,Sitting,Wheeling,Wheeling
391,Sitting,Wheeling,Wheeling
392,Wheeling,Wheeling,Wheeling
393,Wheeling,Wheeling,Wheeling
394,Standing,Standing,Standing
395,Standing,Standing,Standing
396,Standing,Standing,Standing
397,Standing,Standing,Standing
398,Standing,Standing,Standing
399,Standing,Standing,Standing
400,Standing,Standing,Standing
401,Standing,Standing,Standing
402,Standing,Standing,Standing
403,Standing,Standing,Standing
404,Standing,Standing,Standing
405,Standing,Standing,Standing
406,Standing,Standing,Standing
407,Standing,Standing,Standing
408,Standing,Standing,Standing
409,Standing,Standing,Standing
410,Standing,Standing,Standing
411,Walking,Walking,Sitting
412,Wheeling,Wheeling,Sitting
413,Wheeling,Wheeling,Sitting
414,Sitting,Sitting,Sitting
415,Sitting,Sitting,Sitting
416,Wheeling,Sitting,Sitting
417,Wheeling,Sitting,Sitting
418,Sitting,Sitting,Sitting
419,Wheeling,Sitting,Sitting
420,Sitting,Sitting,Sitting
421,Sitting,Sitting,Sitting
422,Sitting,Sitting,Sitting
423,Wheeling,Sitting,Sitting
424,Wheeling,Sitting,Sitting
425,Sitting,Sitting,Sitting
426,Sitting,Sitting,Sitting
427,Sitting,Sitting,Sitting
428,Sitting,Sitting,Sitting
429,Sitting,Sitting,Sitting
430,Lying,Lying,Lying
431,Lying,Lying,Lying
432,Lying,Lying,Lying
433,Lying,Lying,Lying
434,Lying,Lying,Lying
435,Lying,Lying,Lying
436,Lying,Lying,Lying
437,Lying,Lying,Lying
438,Lying,Lying,Lying
439,Lying,Lying,Lying
440,Lying,Lying,Lying
441,Lying,Lying,Lying
442,Lying,Lying,Lying
443,Lying,Lying,Lying
444,Lying,Lying,Lying
445,Lying,Lying,Lying
446,Lying,Lying,Lying
447,Lying,Lying,Lying
448,Lying,Lying,Lying
449,Lying,Lying,Lying
450,Lying,Lying,Lying
451,Lying,Lying,Lying
452,Lying,Lying,Lying
453,Lying,Lying,Lying
454,Lying,Lying,Lying
455,Lying,Lying,Lying
456,Lying,Lying,Lying
457,Lying,Lying,Lying
458,Walking,Walking,Walking
459,Walking,Walking,Walking
460,Walking,Walking,Walking
461,Walking,Walking,Walking
462,Walking,Walking,Walking
463,Walking,Walking,Walking
464,Walking,Walking,Walking
465,Walking,Walking,Walking
466,Walking,Walking,Walking
467,Walking,Walking,Walking
468,Walking,Walking,Walking
469,Walking,Walking,Walking
470,Walking,Walking,Walking
471,Walking,Walking,Walking
472,Walking,Walking,Walking
473,Walking,Walking,Walking
474,Walking,Walking,Walking
475,Walking,Walking,Walking
476,Walking,Walking,Walking
477,Walking,Walking,Walking
478,Walking,Walking,Walking
479,Walking,Walking,Walking
480,Walking,Walking,Walking
481,Walking,Walking,Walking
482,Walking,Walking,Walking
483,Walking,Walking,Walking
484,Walking,Walking,Walking
485,Walking,Walking,Walking
486,Walking,Walking,StairClimbing
487,StairClimbing,Walking,StairClimbing
488,Walking,Walking,StairClimbing
489,StairClimbing,StairClimbing,StairClimbing
490,StairClimbing,StairClimbing,StairClimbing
491,Walking,StairClimbing,StairClimbing
492,StairClimbing,StairClimbing,StairClimbing
493,Walking,StairClimbing,StairClimbing
494,Walking,Walking,StairClimbing
495,Walking,Walking,StairClimbing
496,StairClimbing,Walking,StairClimbing
497,Walking,Walking,StairClimbing
498,Walking,Walking,StairClimbing
499,Walking,Walking,StairClimbing
500,StairClimbing,StairClimbing,StairClimbing
501,StairClimbing,StairClimbing,StairClimbing
502,StairClimbing,StairClimbing,StairClimbing
503,Walking,StairClimbing,StairClimbing
504,StairClimbing,StairClimbing,StairClimbing
505,StairClimbing,StairClimbing,StairClimbing
506,Walking,StairClimbing,StairClimbing
507,StairClimbing,StairClimbing,StairClimbing
508,Walking,StairClimbing,StairClimbing
509,Standing,Standing,Standing
510,Standing,Standing,Standing
511,Standing,Standing,Standing
512,Standing,Standing,Standing
513,Standing,Standing,Standing
514,Standing,Standing,Standing
515,Standing,Standing,Standing
516,Standing,Standing,Standing
517,Standing,Standing,Standing
518,Standing,Standing,Standing
519,Standing,Standing,Standing
520,Standing,Standing,Standing
521,Standing,Standing,Standing
522,Standing,Standing,Standing
523,Standing,Standing,Standing
524,Standing,Standing,Standing
525,Standing,Standing,Standing
526,Standing,Standing,Standing
527,Standing,Standing,Standing
528,Standing,Standing,Standing
529,Standing,Standing,StairClimbing
530,Walking,Walking,StairClimbing
531,StairClimbing,Walking,StairClimbing
532,Walking,Walking,StairClimbing
533,Walking,Walking,StairClimbing
534,Walking,Walking,StairClimbing
535,Walking,Walking,StairClimbing
536,Walking,Walking,StairClimbing
537,Walking,Walking,StairClimbing
538,Walking,Walking,StairClimbing
539,Walking,Walking,StairClimbing
540,Walking,Walking,StairClimbing
541,Walking,Walking,StairClimbing
542,StairClimbing,Walking,StairClimbing
543,Walking,Walking,StairClimbing
544,StairClimbing,Walking,StairClimbing
545,StairClimbing,Walking,StairClimbing
546,StairClimbing,Walking,StairClimbing
547,Walking,Walking,StairClimbing
548,StairClimbing,Walking,StairClimbing
549,StairClimbing,Walking,StairClimbing
550,Walking,Walking,Walking
551,Walking,Walking,Walking
552,Walking,Walking,Walking
553,Walking,Walking,Walking
554,Walking,Walking,Walking
555,Walking,Walking,Walking
556,Walking,Walking,Walking
557,Walking,Walking,Walking
558,Walking,Walking,Walking
559,Walking,Walking,Walking
560,Walking,Walking,Walking
561,Walking,Walking,Walking
562,Walking,Walking,Walking
563,Walking,Walking,Walking
564,Walking,Walking,Walking
565,StairClimbing,Walking,Walking
566,Walking,Walking,Walking
567,Walking,Walking,Walking
568,Walking,Walking,Walking
569,Walking,Walking,Walking
570,Walking,Walking,Walking
571,Walking,Walking,Walking
572,Walking,Walking,Walking
573,Walking,Walking,Walking
574,Walking,Walking,Walking
575,Walking,Walking,Walking
576,Walking,Walking,Walking
577,Walking,Walking,Walking
578,Walking,Walking,Walking
579,Walking,Walking,Walking
580,Walking,Walking,Walking
